2021-11-27 07:56:00,032 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-27 07:56:00,070 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-27 07:56:00,071 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-27 07:56:00,071 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-27 07:56:00,074 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-27 07:56:00,075 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-27 07:56:00,075 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-27 07:56:00,077 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-27 07:56:00,079 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-27 07:56:00,080 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-27 07:56:00,080 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-27 07:56:00,083 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-27 08:50:59,481 INFO  SwAddin.cs: 294 - Assembly export called for file snake_v1
2021-11-27 08:51:03,129 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-27 08:51:04,959 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-27 08:51:04,979 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_v1
2021-11-27 08:51:04,985 INFO  ExportHelperExtension.cs: 1136 - Found 59 in snake_v1
2021-11-27 08:51:04,985 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_v1
2021-11-27 08:51:04,986 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-27 08:51:04,987 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-27 08:51:04,989 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-3
2021-11-27 08:51:04,989 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-3
2021-11-27 08:51:04,990 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-3
2021-11-27 08:51:04,990 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-5
2021-11-27 08:51:04,990 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-5
2021-11-27 08:51:04,991 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-5
2021-11-27 08:51:04,991 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-4
2021-11-27 08:51:04,992 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-4
2021-11-27 08:51:04,992 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-4
2021-11-27 08:51:04,992 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-7
2021-11-27 08:51:04,993 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-7
2021-11-27 08:51:04,993 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-7
2021-11-27 08:51:04,994 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-8
2021-11-27 08:51:04,994 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-8
2021-11-27 08:51:04,994 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-8
2021-11-27 08:51:04,995 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-5
2021-11-27 08:51:04,995 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-5
2021-11-27 08:51:04,996 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-5
2021-11-27 08:51:04,996 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-6
2021-11-27 08:51:04,996 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-6
2021-11-27 08:51:04,997 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-6
2021-11-27 08:51:04,997 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-7
2021-11-27 08:51:04,998 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-7
2021-11-27 08:51:04,998 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-7
2021-11-27 08:51:04,998 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-1
2021-11-27 08:51:04,999 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-1
2021-11-27 08:51:04,999 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-1
2021-11-27 08:51:04,999 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from snake_part-2
2021-11-27 08:51:05,000 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-2
2021-11-27 08:51:05,000 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in snake_part-2
2021-11-27 08:51:05,001 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-3
2021-11-27 08:51:05,001 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-3
2021-11-27 08:51:05,001 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-3
2021-11-27 08:51:05,002 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-2
2021-11-27 08:51:05,002 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-2
2021-11-27 08:51:05,002 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-2
2021-11-27 08:51:05,003 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from connecting_rod-4
2021-11-27 08:51:05,003 INFO  ExportHelperExtension.cs: 1136 - Found 25 in connecting_rod-4
2021-11-27 08:51:05,004 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in connecting_rod-4
2021-11-27 08:51:05,004 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from snake_v1
2021-11-27 08:51:05,004 INFO  ExportHelperExtension.cs: 1136 - Found 59 in snake_v1
2021-11-27 08:51:05,005 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in snake_v1
2021-11-27 08:51:05,005 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-27 08:51:05,005 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-27 08:51:05,006 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from snake_part-3
2021-11-27 08:51:05,006 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-3
2021-11-27 08:51:05,007 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in snake_part-3
2021-11-27 08:51:05,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from snake_part-5
2021-11-27 08:51:05,007 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-5
2021-11-27 08:51:05,008 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in snake_part-5
2021-11-27 08:51:05,008 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from snake_part-4
2021-11-27 08:51:05,008 INFO  ExportHelperExtension.cs: 1136 - Found 38 in snake_part-4
2021-11-27 08:51:05,009 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in snake_part-4
2021-11-27 08:51:05,009 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from snake_part-7
